pas.r,pas.c,pas.l,pat.r,pat.c,pat.l,pvn.r,pvn.c,ao.CQ,mi.CQ,po.CQ,ti.CQ,rv.E_pas,rv.E_act,rv.v_ref,rv.k_pas,ra.E_pas,ra.E_act,ra.v_ref,ra.k_pas,T
0.0027011709343642,0.2576458808965981,4.4861314695328474e-05,0.2680105496756732,2.431792774610221,0.001803194324299693,0.0055352076832205065,18.22885553073138,240.37146377377212,546.2320297956467,481.30319714546204,597.8629067540169,0.8780597913730892,2.9554370982106777,40.76950863003731,0.027231042357302268,0.33830969454720616,0.14675705693662167,21.22823018580675,0.02324681801668368,0.8819244558364152
0.001118389405310154,0.1576920989714563,6.082522936537862e-05,0.3204218953754753,4.067415685765445,0.0011594684011302888,0.008958260687068106,29.343824941199273,519.0903030335903,321.2937172502279,245.19312786869705,255.13304844498634,0.6563308888114989,1.2542591009289026,30.88221486657858,0.014673613786739296,0.5188032863661647,0.31841703224927187,14.668232575058937,0.011783220230584032,0.5812272985279561
0.0016308671608567238,0.21343102248385548,2.6041365485638377e-05,0.20084120374172926,4.94582452084869,0.0014591063481755552,0.0035289933141320947,22.44211714528501,397.9220236185938,263.40559273958206,285.97572394646704,377.2797003388405,0.766552549833432,2.6894415481248872,21.163171268999577,0.023712709649043158,0.7269065678119659,0.2273289798758924,19.750895388424397,0.02508208949574362,0.752792254537344
0.0020495866667479276,0.11364306544885039,7.629698206856846e-05,0.4457162251416593,3.7537202483043073,0.0025145510023459787,0.006105574099346996,11.9777727634646,338.2979637943208,488.49018923938274,353.35956206545234,469.7061039507389,0.38045228375121953,1.5160527412546798,50.97173102200031,0.015691716995380817,0.40767959458753467,0.305177862290293,25.681091025471687,0.019866343569628894,0.5045977769047022
0.0022629688289016485,0.1851946316845715,5.550253770127893e-05,0.4210058629326522,3.319842552952468,0.002119806756917387,0.004427393512800336,25.209368599578738,366.83780173771083,374.8969729989767,345.37164722569287,400.3283627331257,0.6848922980856151,0.7772142999339848,59.09523069858551,0.019085701398879287,0.48804779816418886,0.27798295579850674,15.606670621782541,0.020918029267142525,0.9387434590607882
0.0019311652332544326,0.09652792325243353,4.6839182045310734e-05,0.17242234601639211,5.439746431820094,0.0010502514617517589,0.007100631097331644,14.663224442396313,295.553657785058,599.7648805379868,415.30436920002103,346.66082710027695,0.4607182385027409,3.4224535658024253,29.294454269111156,0.02149125551162101,0.682549434248358,0.20013413298875093,29.041604157537222,0.014103158588983117,0.6643994833528996
0.0013190707117319107,0.22958837198093535,6.780678978934884e-05,0.3525499143823981,4.531357886455952,0.0015606660239398478,0.004649396700784564,15.469033810310066,175.75554908253253,442.0770179480314,456.2938382849097,224.81438592076302,0.9583371775504204,1.986580111947842,39.00931943207979,0.01056669923921395,0.564411701168865,0.3458558111451566,24.11770099774003,0.02776238202564977,0.7046118001639843
0.0029868113305419686,0.14110122134909034,3.7877175536006686e-05,0.29900331535376606,1.908676335774362,0.002191940050106495,0.007975792905315759,26.665802996139973,466.1285060457885,216.96478873491287,217.22113653086126,528.1780883669853,0.5746568095311524,2.2173114374047147,48.88761185109615,0.02750903667333629,0.25864345394074917,0.17419577622786164,10.062435325235128,0.017194901430864818,0.4127694193273783
0.0028286566510796547,0.2196100659482181,7.098549367487431e-05,0.18423169358633457,3.9275154413655398,0.0023410878545604644,0.003903950745239854,23.81674682162702,372.50612154603004,468.55991147458553,184.94544886052608,570.7450713962317,0.44597420076839633,1.6946635331725701,24.53561332076788,0.018180401727441696,0.694086623378098,0.29681864799931645,16.30537822842598,0.026481446445490234,0.8920747935026884
0.0014729597102850676,0.12831591317430138,3.4707490928471084e-05,0.4043569966964423,2.7502512948587534,0.0012856438558548687,0.007230714591220022,13.190662613604218,268.0316116195172,293.4982240200043,464.97502992860973,276.0741028934717,0.7534151940047742,2.1500491415383296,54.4229482114315,0.02124387142474763,0.39020664477720857,0.24973053438588977,27.875063233077526,0.01856891804295033,0.6414871275424957
0.0017768195401877164,0.2655622984282673,5.2324316456913946e-05,0.27206264444626865,3.4208530941978093,0.0012001125639304517,0.005159976309165358,16.85923073720187,214.19773316010833,348.25524501502514,424.3645748589188,354.01928685605526,0.5077134271617979,0.7098655405454337,44.78170432150364,0.01216663636867795,0.363805019762367,0.3295847875997424,22.793702334165573,0.02456377338561974,0.745581451356411
0.0024215785041451455,0.17409957418218255,5.000778872519732e-05,0.3746510296687483,5.101003631390631,0.0018438378316350278,0.007833578674122692,28.135939973872155,449.5827625039965,523.1706485152245,313.4002055041492,499.1920802742243,0.974292686842382,3.1306260209996255,34.97310820966959,0.029757275869603264,0.5602025669068098,0.1261855736374855,11.853656880557537,0.010403393123094924,0.4424921926110983
0.0021408202201128007,0.23719718305394055,2.9366518758237362e-05,0.3473674258496612,5.535055616684257,0.002232694508321583,0.005774073081091046,19.22096815984696,246.04243822395802,239.99868035316467,388.03868112154305,430.97400702536106,0.5879779467452318,2.3973738268716263,35.60441266745329,0.02503562013638299,0.6084659514017403,0.16120078088715672,21.937919538468122,0.028800926868310192,0.8439621561020613
