pas.r,pas.c,pas.l,pat.r,pat.c,pat.l,pvn.r,pvn.c,ao.CQ,mi.CQ,po.CQ,ti.CQ,rv.E_pas,rv.E_act,rv.v_ref,rv.k_pas,ra.E_pas,ra.E_act,ra.v_ref,ra.k_pas,T,sas.r,sas.c,sas.l,sas.v_ref,sat.r,sat.c,sat.l,sat.v_ref,svn.r,svn.c,svn.l,svn.v_ref,pas.v_ref,pat.v_ref,pvn.l,pvn.v_ref,ao.RRA,mi.RRA,po.RRA,ti.RRA,lv.E_pas,lv.E_act,lv.v_ref,lv.k_pas,lv.v,la.E_pas,la.E_act,la.v_ref,la.tpwb,la.k_pas,la.v,rv.v,ra.tpwb,ra.v,la.delay,ra.delay,lv.tr,rv.tr,la.tpww,ra.tpww,lv.td,rv.td,sas.v,sat.v,svn.v,pas.v,pat.v,pvn.v
0.0027011709343642,0.2576458808965981,4.4861314695328474e-05,0.2680105496756732,2.431792774610221,0.001803194324299693,0.0055352076832205065,18.22885553073138,240.37146377377212,546.2320297956467,481.30319714546204,597.8629067540169,0.8780597913730892,2.9554370982106777,40.76950863003731,0.027231042357302268,0.33830969454720616,0.14675705693662167,21.22823018580675,0.02324681801668368,0.8819244558364152,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.13228866837546227,0.13228866837546227,0.26457733675092454,0.26457733675092454,0.07937320102527737,0.07937320102527737,0.3968660051263868,0.3968660051263868,1.0209220766340614,20.41844153268123,261.61128213747827,3.2879545970145876,31.033386617484663,232.62801303870722
0.001118389405310154,0.1576920989714563,6.082522936537862e-05,0.3204218953754753,4.067415685765445,0.0011594684011302888,0.008958260687068106,29.343824941199273,519.0903030335903,321.2937172502279,245.19312786869705,255.13304844498634,0.6563308888114989,1.2542591009289026,30.88221486657858,0.014673613786739296,0.5188032863661647,0.31841703224927187,14.668232575058937,0.011783220230584032,0.5812272985279561,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.08718409477919341,0.08718409477919341,0.17436818955838682,0.17436818955838682,0.05231045686751604,0.05231045686751604,0.2615522843375802,0.2615522843375802,0.7892527775608842,15.785055551217685,202.24602424997659,1.555736588907847,40.12773909356358,289.49619173877346
0.0016308671608567238,0.21343102248385548,2.6041365485638377e-05,0.20084120374172926,4.94582452084869,0.0014591063481755552,0.0035289933141320947,22.44211714528501,397.9220236185938,263.40559273958206,285.97572394646704,377.2797003388405,0.766552549833432,2.6894415481248872,21.163171268999577,0.023712709649043158,0.7269065678119659,0.2273289798758924,19.750895388424397,0.02508208949574362,0.752792254537344,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.1129188381806016,0.1129188381806016,0.2258376763612032,0.2258376763612032,0.06775130290836096,0.06775130290836096,0.3387565145418048,0.3387565145418048,0.8838647394321559,17.677294788643117,226.49033947948993,2.358051938430394,54.64299876746369,247.94745028654066
0.0020495866667479276,0.11364306544885039,7.629698206856846e-05,0.4457162251416593,3.7537202483043073,0.0025145510023459787,0.006105574099346996,11.9777727634646,338.2979637943208,488.49018923938274,353.35956206545234,469.7061039507389,0.38045228375121953,1.5160527412546798,50.97173102200031,0.015691716995380817,0.40767959458753467,0.305177862290293,25.681091025471687,0.019866343569628894,0.5045977769047022,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.07568966653570533,0.07568966653570533,0.15137933307141066,0.15137933307141066,0.0454137999214232,0.0454137999214232,0.227068999607116,0.227068999607116,1.1571293238937808,23.142586477875618,296.51438924778137,1.6437465436005618,54.29424716258448,173.2479012442642
0.0022629688289016485,0.1851946316845715,5.550253770127893e-05,0.4210058629326522,3.319842552952468,0.002119806756917387,0.004427393512800336,25.209368599578738,366.83780173771083,374.8969729989767,345.37164722569287,400.3283627331257,0.6848922980856151,0.7772142999339848,59.09523069858551,0.019085701398879287,0.48804779816418886,0.27798295579850674,15.606670621782541,0.020918029267142525,0.9387434590607882,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.14081151885911822,0.14081151885911822,0.28162303771823644,0.28162303771823644,0.08448691131547093,0.08448691131547093,0.4224345565773546,0.4224345565773546,0.8645350961862691,17.290701923725383,221.53711839773146,2.0013407339575213,35.876505010500395,272.42979883789894
0.0019311652332544326,0.09652792325243353,4.6839182045310734e-05,0.17242234601639211,5.439746431820094,0.0010502514617517589,0.007100631097331644,14.663224442396313,295.553657785058,599.7648805379868,415.30436920002103,346.66082710027695,0.4607182385027409,3.4224535658024253,29.294454269111156,0.02149125551162101,0.682549434248358,0.20013413298875093,29.041604157537222,0.014103158588983117,0.6643994833528996,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.09965992250293493,0.09965992250293493,0.19931984500586986,0.19931984500586986,0.05979595350176096,0.05979595350176096,0.2989797675088048,0.2989797675088048,1.0382378567116972,20.764757134233946,266.0484507823724,1.2527368018804725,70.59688345534995,190.2989339694515
0.0013190707117319107,0.22958837198093535,6.780678978934884e-05,0.3525499143823981,4.531357886455952,0.0015606660239398478,0.004649396700784564,15.469033810310066,175.75554908253253,442.0770179480314,456.2938382849097,224.81438592076302,0.9583371775504204,1.986580111947842,39.00931943207979,0.01056669923921395,0.564411701168865,0.3458558111451566,24.11770099774003,0.02776238202564977,0.7046118001639843,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.10569177002459763,0.10569177002459763,0.21138354004919527,0.21138354004919527,0.06341506201475858,0.06341506201475858,0.3170753100737929,0.3170753100737929,1.0374916453314906,20.749832906629813,265.8572341161945,2.977450222443486,58.76557436506265,200.6124167443381
0.0029868113305419686,0.14110122134909034,3.7877175536006686e-05,0.29900331535376606,1.908676335774362,0.002191940050106495,0.007975792905315759,26.665802996139973,466.1285060457885,216.96478873491287,217.22113653086126,528.1780883669853,0.5746568095311524,2.2173114374047147,48.88761185109615,0.02750903667333629,0.25864345394074917,0.17419577622786164,10.062435325235128,0.017194901430864818,0.4127694193273783,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.06191541289910674,0.06191541289910674,0.12383082579821349,0.12383082579821349,0.03714924773946405,0.03714924773946405,0.18574623869732024,0.18574623869732024,0.8645151410337674,17.290302820675347,221.53200488990288,1.5248017784330707,20.625994895122336,288.16238047483256
0.0028286566510796547,0.2196100659482181,7.098549367487431e-05,0.18423169358633457,3.9275154413655398,0.0023410878545604644,0.003903950745239854,23.81674682162702,372.50612154603004,468.55991147458553,184.94544886052608,570.7450713962317,0.44597420076839633,1.6946635331725701,24.53561332076788,0.018180401727441696,0.694086623378098,0.29681864799931645,16.30537822842598,0.026481446445490234,0.8920747935026884,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.13381121902540324,0.13381121902540324,0.2676224380508065,0.2676224380508065,0.08028673141524195,0.08028673141524195,0.4014336570762097,0.4014336570762097,0.8774751122402885,17.54950224480577,224.85299751157393,2.408779590837623,43.07871315922117,261.2325323813213
0.0014729597102850676,0.12831591317430138,3.4707490928471084e-05,0.4043569966964423,2.7502512948587534,0.0012856438558548687,0.007230714591220022,13.190662613604218,268.0316116195172,293.4982240200043,464.97502992860973,276.0741028934717,0.7534151940047742,2.1500491415383296,54.4229482114315,0.02124387142474763,0.39020664477720857,0.24973053438588977,27.875063233077526,0.01856891804295033,0.6414871275424957,0.003,0.08,6.2e-05,0,1.07,1.6,0.0017,0,0.075,20.5,0,0,0,0,0,0,0,0,0,0,1.7,2.5,40,0.015,20,0.5,0.25,20,0,0.015,20,20,0,20,0.09622306913137435,0.09622306913137435,0.1924461382627487,0.1924461382627487,0.05773384147882461,0.05773384147882461,0.28866920739412305,0.28866920739412305,1.1503499601215386,23.006999202430773,294.77717728114425,1.845102570037705,39.546893342062205,189.67347764420353
