,R2_Score,MSE,RSE,Model
0,0.6993761867394246,0.015995211022608456,0.1278530534660392,LinearRegression()
1,0.7119009405716639,0.016012865169229118,0.12792359064380662,LinearRegression()
2,0.7214972293036006,0.016085600110943045,0.1282137939524695,LinearRegression()
3,0.7287297471712315,0.01616228973592022,0.12851906624623716,LinearRegression()
4,0.73408150609307,0.01624040142683683,0.12882925563266745,LinearRegression()
5,0.7380287838761328,0.01633257812635308,0.12919434061170545,LinearRegression()
6,0.7410459051169522,0.016435816621876532,0.12960201717215433,LinearRegression()
7,0.7435692247988241,0.01653399100805766,0.12998851013346374,LinearRegression()
8,0.745859887708018,0.0166178045661449,0.13031756037713063,LinearRegression()
9,0.7480259619404928,0.01668754993159782,0.13059074715870658,LinearRegression()
10,0.7501176226658645,0.01674674718987209,0.13082217029978185,LinearRegression()
11,0.7520934461644568,0.016806857288995218,0.13105674390768196,LinearRegression()
12,0.75397003631971,0.016869708031855203,0.1313015644346014,LinearRegression()
13,0.7557696274705221,0.016935282906759833,0.13155651054049317,LinearRegression()
14,0.757505897002114,0.01700297769521212,0.13181918133095685,LinearRegression()
15,0.7591774063051111,0.017073725118867417,0.13209313883418056,LinearRegression()
16,0.7607942619262276,0.017148220673464845,0.13238099755101862,LinearRegression()
17,0.7623765707168157,0.017226200987478697,0.13268165272274726,LinearRegression()
18,0.7639110546120017,0.017308447101499896,0.1329980183542731,LinearRegression()
19,0.7653971887905587,0.017395287241718807,0.13333124051072126,LinearRegression()
20,0.7668386385961161,0.017486712225298053,0.13368115803910383,LinearRegression()
21,0.768239461012002,0.01758254165152865,0.13404695252114063,LinearRegression()
22,0.76960291142938,0.01768265909785735,0.13442805181203055,LinearRegression()
23,0.770931492862663,0.01778708469945874,0.1348244024398374,LinearRegression()
24,0.7722290094063976,0.017895758695919462,0.13523564450813427,LinearRegression()
25,0.7735078324695488,0.01800790347205404,0.13565871362437026,LinearRegression()
26,0.7747665981011413,0.018123442581890567,0.13609321246446549,LinearRegression()
27,0.7760186644306263,0.018241514518993078,0.13653580780813973,LinearRegression()
28,0.7772577229508286,0.01836243204906634,0.1369875878311766,LinearRegression()
29,0.7784758095002644,0.018486624378872274,0.1374500575747809,LinearRegression()
30,0.7796712476203751,0.01861414203820396,0.1379232967107795,LinearRegression()
31,0.780854120997538,0.018744319449255396,0.13840473753918595,LinearRegression()
32,0.7820256727753205,0.018877296732526146,0.1388948102611175,LinearRegression()
33,0.7831911745235126,0.019012399043471358,0.13939095001692695,LinearRegression()
34,0.7843499657895737,0.01914940383654739,0.13989227937583473,LinearRegression()
35,0.7854924444978705,0.01928920352033075,0.14040199060869799,LinearRegression()
36,0.7865521437982708,0.01944341117131379,0.14096209566616172,LinearRegression()
37,0.7871766075311191,0.01969481928161418,0.1418705059673998,LinearRegression()
38,0.7826268597128881,0.020804588285741395,0.14581281031957585,LinearRegression()
39,0.7610756637632033,0.025199656633646598,0.1604772336122431,LinearRegression()
40,0.7264992758644321,0.03648217643683549,0.19308853489191463,LinearRegression()
41,0.7097947772670494,0.05855103103565847,0.2446151724960733,LinearRegression()
42,0.7241154668804226,0.09209068914403759,0.30677783557924965,LinearRegression()
43,0.7590609281322764,0.12656406029526768,0.3596427559655791,LinearRegression()
44,0.7952714934908978,0.14909414154879286,0.39034301020350604,LinearRegression()
45,0.8154898382634137,0.16158244007714515,0.4063621024681705,LinearRegression()
46,0.8219231134952287,0.16675471427128916,0.41281472287571597,LinearRegression()
47,0.8231101464520383,0.16745197002283502,0.41367687895629,LinearRegression()
