time_ind,v_la,v_lv,v_sas,v_sat,v_svn,v_ra,v_rv,v_pas,v_pat,v_pvn,p_lv,q_ao,p_sas,p_sat,q_sas,p_svn,q_sat,p_ra,q_svn,q_ti,p_rv,q_po,p_pas,p_pat,q_pas,p_pvn,q_pat,p_la,q_pvn,q_mi,T
0,63.88689124576283,114.58157160838272,5.1645785851925,103.27902626618,106.41106080008716,30.139308632497873,92.14164456788815,3.1696128154191543,59.78026555915464,51.44603991943684,3.5031108855246917,-0.0,64.55723231490603,64.5493914163618,2.6441303844421538,5.190783453662734,55.52356296567757,0.10585499208312199,67.79904615439483,-0.0,0.9868815808279218,-0.0,17.60896008566209,17.60406146353206,2.4556813884738076,2.5095629228993968,48.79230484476435,0.46550553360583075,340.67623154892766,-0.0,5.2277451565630795
1,64.10905229956039,114.58157160838272,5.162849314739411,103.24444283665561,106.40302863726488,30.1836534952976,92.14164456788815,3.1680065489010008,59.74995467563435,51.25579601567774,3.5081408296069356,-0.0,64.53561643424244,64.52777677290909,2.643173681958503,5.190391640842137,55.5037104598504,0.10638046290447715,67.78681570583547,-0.0,0.9901406893762889,-0.0,17.600036382783465,17.59513553034133,2.455535845995739,2.500282732472123,48.79537346570348,0.46872920791880884,338.592254092219,-0.0,5.228399278829917
2,64.32985487106731,114.58157160838272,5.161120664190647,103.2098717652552,106.39499149642663,30.227990358085023,92.14164456788815,3.166400365707393,59.71964177705947,51.066912525939294,3.523217327797285,-0.0,64.51400830238289,64.50616985328384,2.6422341733981383,5.18999958519149,55.48386539699529,0.10690642272899825,67.7745754994999,-0.0,0.9999093753354562,-0.0,17.591113142818983,17.586209003758373,2.4554283724160917,2.4910689037043934,48.798214098300825,0.47194382731971585,336.5208460641129,-0.0,5.2290534010967535
3,64.54930657411825,114.58157160838272,5.159392623265893,103.17531306289212,106.38694938670952,30.272319211089975,92.14164456788815,3.1647942359607217,59.689327040904686,50.87938168878982,3.548342702731746,-0.0,64.49240779082346,64.48457066430691,2.641310504270734,5.189607287156509,55.464027781726706,0.10743287202059983,67.76232553514545,-0.0,1.0161891436372343,-0.0,17.58219019978192,17.577281936045846,2.455369000446871,2.4819210579897852,48.80082801686761,0.4751493469766252,334.46195183552663,-0.0,5.229707523363591
4,64.76741558795852,114.58157160838272,5.157665181854968,103.14076673480471,106.37890231936798,30.31664004792985,92.14164456788815,3.1631881272265745,59.659010647759835,50.693195176828546,3.5835145708203973,-0.0,64.47081477318689,64.46297920925228,2.640400758047691,5.18921474728619,55.44419761569514,0.10795981103598941,67.75006581666935,-0.0,1.0389784498552528,-0.0,17.573267373481105,17.56835438038374,2.455366496233635,2.472838789113626,48.80321659865546,0.47834572628024724,332.41551047222976,-0.0,5.2303616456304285
5,64.98419002883522,114.58157160838272,5.155938332694814,103.10623278338237,106.37085030565416,30.360952862226185,92.14164456788815,3.1615820005520967,59.628692783297716,50.50834472708845,3.628728800332259,-0.0,64.44922915868499,64.44139548961333,2.63950129599297,5.188821966129418,55.42437490059463,0.10848724003150775,67.73779634797214,-0.0,1.0682746168703359,-0.0,17.564344447511782,17.5594263914489,2.45542437614559,2.4638216940043525,48.80538123933143,0.48153292622631866,330.38146129633895,-0.0,5.231015767897266
6,65.19963799580468,114.58157160838272,5.154212069447592,103.07171121008895,106.36279335681947,30.405257647601488,92.14164456788815,3.1599758158957245,59.59837363388563,50.32482209418744,3.6839807817727004,-0.0,64.4276508680947,64.41981950630493,2.638608119542802,5.188428944235043,55.40455963800609,0.10901515926339307,67.72551713295533,-0.0,1.1040746580005023,-0.0,17.555421199420824,17.550498024122657,2.4555447111193285,2.4548693704482054,48.807323339040025,0.48471090824750634,328.3597437001165,-0.0,5.2316698901641026
7,65.41376752180254,114.58157160838272,5.152486390460833,103.03720201170198,106.3547314841119,30.449554397682803,92.14164456788815,3.158369534181532,59.56805338338845,50.14261910040093,3.7492640622660933,-0.0,64.40607988076022,64.39825125731309,2.6377166720583007,5.188035682151747,55.38475182813206,0.10954356898749558,67.71322817552335,-0.0,1.1463743921610765,-0.0,17.546497412119752,17.541569332549454,2.4557239104739192,2.44598141953179,48.8090443110929,0.4878796354493035,326.35029734708104,-0.0,5.23232401243094
8,65.62658662899247,114.58157160838272,5.15076129486043,103.00270518422089,106.34666469877857,30.493843106097607,92.14164456788815,3.156763117422581,59.53773221432842,49.961727579030004,3.824571887538478,-0.0,64.38451618575519,64.3766907401374,2.636822457794733,5.1876421804281705,55.364951470848425,0.11007246945959792,67.70092947958096,-0.0,1.1951694429789537,-0.0,17.53757287457003,17.532640370478333,2.4559575462687646,2.4371574428795504,48.8105455700244,0.4910390712077808,324.35306194529494,-0.0,5.2329781346977775
9,65.83810326939033,114.58157160838272,5.1490367868417435,102.96822071857643,106.33859301206134,30.538123766478,92.14164456788815,3.1551565347285306,59.507410300477744,49.78213943517686,3.9098955403514446,-0.0,64.3629598355216,64.35513794910962,2.6359213782897126,5.187248439612695,55.34515856390255,0.11060186093506413,67.68862104903508,-0.0,1.2504541621952752,-0.0,17.52864741515864,17.523711189081656,2.4562357379217845,2.4283970456184214,48.811828538328136,0.4941891806613571,322.3679774928441,-0.0,5.233632256964614
10,66.04832539338463,114.58157160838272,5.147312870491081,102.93374860580893,106.33051643520116,30.582396372456355,92.14164456788815,3.153549756846592,59.477087813929145,49.6038465756131,4.005226256326872,-0.0,64.34141088113834,64.33359287862993,2.6350096461532493,5.186854460253661,55.325373104884186,0.11113174366924909,67.67630288779216,-0.0,1.3122228710074173,-0.0,17.51972087137009,17.51478183903719,2.4565488482800006,2.419699832956774,48.812894637251844,0.4973299289860226,320.39498399512524,-0.0,5.234286379231452
11,66.25726088493083,114.58157160838272,5.145589553555449,102.89928883330225,106.32243497943072,30.626660917669117,92.14164456788815,3.1519427676938596,59.44676491202557,49.42684097512321,4.1105534052764545,-0.0,64.31986941944292,64.31205552081325,2.634085202426712,5.186460242899007,55.305595088929266,0.11166211791710241,67.66397499975872,-0.0,1.3804686816772627,-0.0,17.51079315385491,17.50585236667921,2.4568838252120706,2.411065413420682,48.8137452893041,0.500461283011858,318.434021734804,-0.0,5.234940501498289
12,66.46491758366162,114.58157160838272,5.1438668466229505,102.86484138560006,106.31434865597872,30.67091739575581,92.14164456788815,3.1503355566440354,59.416441745607116,49.2511146538607,4.225865115572485,-0.0,64.29833558278669,64.2905258659994,2.6331464560812057,5.186065788096468,55.28582450982484,0.11219298393330969,67.65163738884212,-0.0,1.4551839020868258,-0.0,17.5018642035781,17.49692281642703,2.4572245817432306,2.40249339774934,48.81438192093904,0.5035832106798758,316.485031178244,-0.0,5.2355946237651265
13,66.67130330362399,114.58157160838272,5.142144757541925,102.83040624999232,106.30625747606578,30.71516580035748,92.14164456788815,3.1487281236785516,59.38611845428675,49.07665965818416,4.351148786463778,-0.0,64.27680946927387,64.26900390624455,2.632193466401224,5.185671096393399,55.26606136132363,0.11272434197239185,67.63929005894677,-0.0,1.536360367688902,-0.0,17.49293402043653,17.487993229393798,2.457557377429897,2.393983397960241,48.814805949613444,0.5066956805477154,314.5479529020876,-0.0,5.236248746031963
14,66.8764258182155,114.58157160838272,5.140423294001613,102.79598341393253,106.29816145090527,30.759406125118097,92.14164456788815,3.1471204788450367,59.35579516664082,48.9034680760721,4.486390670417197,-0.0,64.25529117501996,64.24748963370719,2.6312276677751516,5.185276168336789,55.24630563636343,0.11325619228862298,67.62693301397555,-0.0,1.6239891708888854,-0.0,17.484002660250336,17.47906364344261,2.4578683267325716,2.3855350281011165,48.815018789007965,0.5097986621756844,312.62272765423864,-0.0,5.236902868298801
15,67.08029285541787,114.58157160838272,5.138702464640368,102.76157286392855,106.29006059170418,30.803638363684453,92.14164456788815,3.145512640992428,59.32547200136324,48.73153204199992,4.631575740166013,-0.0,64.23378080800441,64.22598303995468,2.6302513746237146,5.184881004473321,55.22655732697208,0.11378853513599615,67.614566257831,-0.0,1.7180605748999143,-0.0,17.47507022773584,17.470134093526386,2.4581427381086662,2.3771479044878387,48.815021850079326,0.5128921262441108,310.70929637395466,-0.0,5.237556990565638
16,67.28291211581293,114.58157160838272,5.1369822758936925,102.72717458869555,106.28195490966321,30.847862509705074,92.14164456788815,3.1439046377596216,59.2951490676937,48.56084371850718,4.78668818502015,-0.0,64.21227844867097,64.20448411793406,2.629267660831851,5.184485605349372,55.20681642551119,0.11432137076832537,67.60218979441396,-0.0,1.8185643353227798,-0.0,17.466136876442473,17.461204611813983,2.458368831017954,2.3688216448052666,48.81481653230902,0.5159760440807853,308.8076001207468,-0.0,5.238211112832475
17,67.48429125632025,114.58157160838272,5.135262734097712,102.6927885770522,106.27384441597593,30.89207855683168,92.14164456788815,3.1422965057551506,59.26482646486363,48.39139531283444,4.951710963118375,-0.0,64.19078417622123,64.18299286065697,2.6282806730127013,5.184089971510968,55.1870829236979,0.1148546994391595,67.58980362762412,-0.0,1.9254894100316216,-0.0,17.457202809750967,17.452275227527014,2.4585346400900754,2.3605558689187904,48.81440423175283,0.5190503880895555,306.9175801382058,-0.0,5.238865235099312
18,67.68443789561444,114.58157160838272,5.133543838439908,102.65841482497338,106.26572912182603,30.93628649871822,92.14164456788815,3.1406882847910444,59.23450428800798,48.223179071359986,5.126625943937832,-0.0,64.16929798049865,64.16150926560772,2.627294595238322,5.1836941035036554,55.16735681587557,0.11538852140179763,67.5774077613581,-0.0,2.0388240515117433,-0.0,17.448268248839266,17.443345968680777,2.458633753087548,2.352350198602964,48.81378633246568,0.5221151315832793,305.0391778366141,-0.0,5.23951935736615
19,67.88335961389085,114.58157160838272,5.13182558534422,102.62405333120262,106.25760903838929,30.980486329021385,92.14164456788815,3.1390800217955874,59.204182624232615,48.05618727985442,5.311413906376165,-0.0,64.14781981680257,64.14003333200098,2.626314291091023,5.183298001872596,55.14763809698027,0.11592283690929865,67.56500219951063,-0.0,2.1585558056169423,-0.0,17.439333454420062,17.43441686092614,2.45866203838981,2.344204257553912,48.81296421065982,0.5251702488066706,303.1723347912069,-0.0,5.240173479632987
