# pat.r,pat.c,rv.E_pas,rv.E_act,rv.k_pas,ra.E_pas,ra.E_act,ra.k_pas,T
0.31633905708879234,3.0811520859488555,0.5488459510998849,2.123036213379353,0.01890410466327488,0.3023144663132713,0.30970822151824956,0.022394340246207563,0.6536384204144612
0.30810170722141594,3.1359886621294204,0.5453708617077118,2.4433810246162366,0.02037146390740181,0.4097915126189374,0.23183734397640354,0.01825238700560202,0.6534285291069692
0.33277891366391893,3.707918233873703,0.6473269866734317,2.508145641981613,0.023379788471463298,0.46011195258552195,0.3364326346495443,0.033967919611761745,0.6534675036435769
0.3203952614586003,3.500502422453083,0.6522190075792803,2.3024226702159205,0.016669411175294552,0.7821419660284692,0.19954344462719745,0.007075607422046234,0.6537310045239393
0.31579750856278216,3.617568197034672,0.6671662845446671,3.0883674295363956,0.021260700466906243,0.5641989146346227,0.14901276595804813,0.02267809928593786,0.6534895804248915
0.31510596829500187,3.237895162117951,0.7455460263353926,2.412625215379238,0.015158479656178826,0.5549592630314777,0.31955434799814075,0.022678761631235264,0.6533648919650461
0.29935765385064905,2.8685408843064457,0.5288597243134188,2.919535999582725,0.02045983048469209,0.5484221404701988,0.14938934999634396,0.02025276569198137,0.6532113685098223
0.31803030748009614,3.8618224556409513,0.7249973374105569,2.2938073152920686,0.012144518009008681,0.5064997788470114,0.3107156748923414,0.020531284339368027,0.653427395401449
0.3195350309841758,3.6860757196404235,0.6063789953613293,2.0752060842492597,0.017302329197259565,0.6029557637814118,0.24677725960721597,0.020640467023456618,0.6537650828192363
0.2992087816413017,3.2462025332742717,0.9086821107717813,3.098731362863881,0.014416395170593978,0.621357718510561,0.2878055951768105,0.021769363663177405,0.6536697383132271
0.2817025701383672,2.8233923149249227,0.6561155079281259,2.367714880227424,0.016023217968836767,0.44379739987017697,0.3215122054671356,0.024133748059415486,0.6530680573021294
0.31434163870148646,3.138987223038592,0.521275836604028,2.725927724483589,0.02554559255771826,0.5136067689632784,0.2867799255485118,0.018454025995583625,0.6530434409535691
0.29730381968888175,2.376765833251255,0.7757805085194548,2.5481977943094885,0.018598375971509287,0.4965654303970775,0.2359796679850824,0.017421865581541587,0.6532961566541329
0.2877841680882711,3.0800139105600275,0.5996381170407682,2.867836077252013,0.010294007774199202,0.7484922542827777,0.14655209637148064,0.0177105261596812,0.653205342806718
0.345841081991644,3.9231601297465932,0.7634841903938882,2.1274540974910785,0.016114999277674645,0.3933161446266313,0.2341813771371711,0.020123594228503877,0.6534675352397729
0.3230681270366221,3.7432337776388205,0.8169016499401369,2.514651084333613,0.01621247431540194,0.4860026285584352,0.1734831671818855,0.01365838836653668,0.653502898838196
0.2947962671313775,3.037279970823591,0.7092111676584273,2.622845856389626,0.019092536586521422,0.5539942701063539,0.2685653255450914,0.017864347328977535,0.6531851818301542
0.3097193660182439,3.7763821064501006,0.3639486569291591,2.577239628905837,0.01839823872946017,0.3909960816859823,0.2448657618359843,0.025072573940968002,0.6534462955790042
0.3198707617565412,3.6097532123673615,0.5381071776851787,2.310860969145362,0.020100208115957967,0.5862607068646416,0.39653767395632344,0.023500698791486353,0.6534997041257306
0.30949864600679344,3.236141816576812,0.5885802738760436,2.467326562468374,0.01730810913787337,0.27296665182712904,0.29070207063860587,0.028262656136497876,0.6539391048571984
0.29513507734579614,3.023234254683614,0.8600818647767652,2.3530631407305753,0.012456177973262355,0.8431936117260368,0.34188674715438133,0.02212606700193517,0.6530290268268241
0.32169025970933823,3.2167135185602915,0.48113246449992747,2.6235341839420596,0.016687088482968,0.6791144718987341,0.06785807190149559,0.024429956806616387,0.65357785446062
0.3064832354076294,3.0385747377881813,0.4163683437340857,2.890801243188921,0.022123999380790134,0.843272272405069,0.18206149547366454,0.021412366217209624,0.6531230259207312
0.28427950271468055,2.347776934506383,0.7400543380394355,2.9076663900848865,0.018263320920709654,0.579274738326853,0.1964512001865697,0.02237633767826938,0.6531510565064181
0.33012271573467633,3.5259987150833605,0.7122625623161882,2.492978308719849,0.018968037985702693,0.5010280822806736,0.23134079423447157,0.020164986829831543,0.6533128211472004
0.32509784673079156,3.611609237574857,0.5732003681968487,2.9448582578703375,0.02306447327174574,0.3940452846204446,0.17433634691306235,0.020021194137422177,0.65288373560336
0.3050357075713798,3.0601198728155596,0.8970876966787196,2.321139364656834,0.013930560234542116,0.5559993979057761,0.21486773388136018,0.018500230070025256,0.6535838645169953
0.34536557987238586,4.06646645436976,0.6703337747519866,1.6183411012081317,0.01791079601480227,0.22489152761382197,0.3051480785271735,0.01869001587641125,0.6535020939035469
0.31254439717346705,3.188543044116983,0.548967027985234,2.7595139489820126,0.022069732401526286,0.4730222680596326,0.17678582189075837,0.01851935185305377,0.6532489783493624
0.3064725554306678,3.0287876752968,0.870958483574578,3.176194878303886,0.014858588157749247,0.5256684716136342,0.137313071668802,0.02001428816217181,0.6532337336044397
