time_ind,v_la,v_lv,v_sas,v_sat,v_svn,v_ra,v_rv,v_pas,v_pat,v_pvn,p_lv,q_ao,p_sas,p_sat,q_sas,p_svn,q_sat,p_ra,q_svn,q_ti,p_rv,q_po,p_pas,p_pat,q_pas,p_pvn,q_pat,p_la,q_pvn,q_mi,T
0,61.383271685031985,112.38157157747773,4.040592264810394,80.80224629826117,104.7302312042131,43.27558298803083,125.09543464579085,3.3179092463648816,53.9232258321305,41.049934257888424,3.334114519959784,-0.0,50.50740331013074,50.50140393641327,2.0220912297715086,5.108791766059132,42.45898098769918,0.2894209724521991,64.25827724809244,-0.0,5.363115594436881,-0.0,18.432829146471686,18.428327524138986,2.255872229831622,2.0024358174579695,38.92268596923708,0.42998434507501704,262.0752453971587,-0.0,6.19474324606359
1,61.61448133831304,112.38157157747773,4.038801420584657,80.76643378426053,104.71092203749883,43.33249551297146,125.09543464579085,3.315910963060314,53.89074559276118,40.853203127281276,3.3389997772322455,-0.0,50.48501775730903,50.479021115162865,2.021136330403615,5.107849855487706,42.43892529320227,0.29027460329394716,64.2343366959168,-0.0,5.364650304742793,-0.0,18.42172757255742,18.41722736312444,2.2556905325776637,1.9928391769405471,38.92015322829413,0.4332158839980675,259.9372154904133,-0.0,6.195629095233626
2,61.84380611027805,112.38157157747773,4.0370114209163095,80.73063817675087,104.69161631624287,43.38938684140546,125.09543464579085,3.3139128479700117,53.85826752739706,40.658354535770684,3.353636959552071,-0.0,50.46264276145468,50.456648860469336,2.020183242206865,5.106908112987414,42.41887932548886,0.2911287185183242,64.21039192625453,-0.0,5.3692485957442475,-0.0,18.410626933166856,18.406127945078797,2.2554928608631544,1.983334367598567,38.91739531786111,0.4364321614279478,257.81703436176986,-0.0,6.1965149444036625
3,62.07126223856264,112.38157157747773,4.035222264748366,80.69485947822191,104.67231405621992,43.44625695612533,125.09543464579085,3.311914914416935,53.8257918433972,40.46537202503904,3.3780301726957167,-0.0,50.440278309355385,50.43428717388873,2.0192315935315213,5.105966539327757,42.398843085292775,0.2919833182040365,64.18644294831628,-0.0,5.376911757276576,-0.0,18.399527302316432,18.395029340867264,2.2552833968213015,1.973920586587267,38.91441437225528,0.4396331541460608,255.71457207353438,-0.0,6.197400793573698
4,62.29686372436094,112.38157157747773,4.03343395113497,80.65909768190409,104.65301526847925,43.50310585379723,125.09543464579085,3.3099171701435495,53.793318709061346,40.274241417849964,3.4121769407077256,-0.0,50.41792438918793,50.41193605119008,2.018280955171602,5.1050251350477245,42.37881656830197,0.29283840217194734,64.16248977167703,-0.0,5.38763901151496,-0.0,18.388428723019842,18.38393160800649,2.255065318214852,1.964597142334142,38.91121222145562,0.44281885259358555,253.6297149567594,-0.0,6.198286642743735
5,62.520626060082115,112.38157157747773,4.031646479427131,80.62335277986138,104.63371996530944,43.5599335307176,125.09543464579085,3.307919621385121,53.7608483126168,40.084947027331765,3.456073521442867,-0.0,50.39558099283994,50.38959548741339,2.0173308197927464,5.104083900746758,42.35879976958783,0.2936939702219742,64.13853240699713,-0.0,5.401429182859316,-0.0,18.377331229917463,18.37283481082337,2.2548416528531687,1.9553632696259373,38.907790891389524,0.4459892479476178,251.56233694638658,-0.0,6.199172491913771
6,62.742564344028615,112.38157157747773,4.029859849428866,80.58762476386698,104.61442815875921,43.61673998326049,125.09543464579085,3.305922271999596,53.72838083933886,39.897473566048724,3.5097151884880162,-0.0,50.37324811786163,50.36726547741689,2.016380718755344,5.1031428370126015,42.338792684133196,0.2945500221570177,64.11457086474113,-0.0,5.418280786500448,-0.0,18.366234844442324,18.361739012635965,2.254614634841695,1.9462182227340816,38.904152357716505,0.4491443333951944,249.51231488981455,-0.0,6.200058341083808
7,62.962690786918564,112.38157157747773,4.028074061414439,80.551913626764,104.59513985866509,43.673525208472,125.09543464579085,3.3039251233376365,53.69591644036033,39.71180867079927,3.573096638786316,-0.0,50.3509257676813,50.344946016727526,2.015430399810767,5.102201944325083,42.31879530759425,0.2954065578149138,64.09060515346893,-0.0,5.438192156475733,-0.0,18.355139574098107,18.350644265094093,2.2543850057469235,1.9371613985755716,38.900298219806906,0.45228410592340396,247.47954877536125,-0.0,6.200944190253844
8,63.18102465321214,112.38157157747773,4.026289115625327,80.51621935748422,104.57585508050433,43.73028920170166,125.09543464579085,3.3019281782946246,53.66345535356899,39.52793283634004,3.646210176564669,-0.0,50.328613945317386,50.32263709842767,2.014479404922252,5.101261223439192,42.298807633247336,0.29626357694106914,64.06663528664164,-0.0,5.4611608751474465,-0.0,18.34404543497026,18.339550649496196,2.2541544204031427,1.9281918456751213,38.89623100023474,0.4554085596462193,245.463881004817,-0.0,6.20183003942388
9,63.39758206426792,112.38157157747773,4.024505012496185,80.48054194643294,104.55657383735884,43.78703195902757,125.09543464579085,3.299931439278224,53.6309977773809,39.34582974048875,3.7290475330491977,-0.0,50.306312656203104,50.30033871652061,2.0135276643127855,5.100320674993069,42.27882965511632,0.2971210793187167,64.04266127565803,-0.0,5.487184344868875,-0.0,18.332952440434703,18.328458233651197,2.253922603376837,1.919308767828717,38.891952811687204,0.4585176924185039,243.46517923503552,-0.0,6.202715888593916
